Var_ln_IMAE,Var_ln_IPC,Tiempo,Mes,Var_Morosidad,Var_Tasa_interes_activa,Var_Liquidez
143.5788835884999,622.0563280951374,141,1,-2.921324398275152e-4,0.3699999999999992,-0.0024807700476986994
500.6638400257568,621.6915618904295,142,2,-6.510861737197976e-4,0.6100000000000012,0.013370654842630114
50.25314040283389,432.2959618265631,143,3,0.0013839115053414508,-1.9299999999999997,-0.006589218141186959
-1032.1074772133354,319.2480555463817,144,4,0.0030893483234695623,1.629999999999999,0.008367665396573964
-788.2005721343166,289.09517949848856,145,5,0.0022695563199097574,0.3100000000000005,-0.0071471350604825346
-428.6905935043528,355.73713220026445,146,6,4.2900062067599554e-4,-0.8000000000000007,-0.004448353221029433
-170.7277213738933,338.8547320103097,147,7,0.001608831815823053,-1.5700000000000003,7.710959359481517e-4
-365.84318124581284,283.2560566485398,148,8,-0.0014080449624194816,1.4400000000000013,-0.00928701943112209
97.34684469977489,276.8028066268879,149,9,-7.480237032597079e-4,-0.8300000000000001,-0.027851060194974187
-4.047490611105431,265.23087296696167,150,10,-0.0029667153074895494,-0.16999999999999993,-0.02033176477945181
-672.5055541268432,261.0689025313739,151,11,0.005681784990530486,0.03999999999999915,-0.0057412234222883884
-144.398153029801,288.5854622489603,152,12,-0.002029634551841207,-0.2400000000000002,-0.0017072433132866438
70.0629573414346,313.1470697818983,153,1,6.828916153420114e-4,-0.4399999999999995,-0.015108359212239852
159.6786295268959,370.3191804755423,154,2,-0.0025791862016120437,1.67,0.008843080025922323
806.073604271047,402.84626392138813,155,3,-0.002859380243179478,-1.9600000000000009,0.002025136093736557
1582.6668189636184,430.73487664559974,156,4,0.003737240953833723,0.7100000000000009,0.016650093711487512
1730.433310212769,389.7877707095532,157,5,-1.356429374837556e-4,-1.4900000000000002,0.01279915775617757
1774.7279882149592,386.5054439892912,158,6,-0.007465834006315335,0.5199999999999996,0.0028032047929775206
1107.4051535226379,403.3524982349767,159,7,-0.0018324347185567358,0.13000000000000078,0.013734979529635427
1127.498081849172,486.013188362433,160,8,0.001641323207570801,-0.8399999999999999,-0.00350403659846249
778.537008368474,569.2340374411485,161,9,8.455256291478377e-4,1.0199999999999996,0.006842736148574335
888.4268385201999,621.4308039694938,162,10,2.7660746014408766e-4,0.009999999999999787,-0.0036535801090126774
1310.4389316461074,685.5553415888327,163,11,-0.0015182849209286406,0.08999999999999986,-0.0044402754043395
737.5295229918777,696.1645869244215,164,12,-0.003091972147054589,-0.27999999999999936,0.0017576012074025371
565.9244963008625,740.1571752492941,165,1,6.77245801915978e-5,0.3100000000000005,0.0019492875821291444
307.3504539443838,746.8322480136535,166,2,-8.388735180797982e-5,-0.5800000000000001,-0.018492114126059778
488.11875217099396,838.0520960040005,167,3,-0.0019792794693687145,-0.3600000000000012,-0.0018391687514922594
508.28117297792016,948.2724083056129,168,4,-0.0015641955407064423,0.3600000000000012,-0.018217600449087823
397.77452158626045,1008.2781081882521,169,5,4.567908257191722e-4,-0.08000000000000007,-0.016758846936843874
401.57458279217894,986.5836618125634,170,6,-0.0022191738776322287,0.6699999999999999,0.002721616191849907
276.1376130561821,1084.6618396164497,171,7,-4.8517243095980503e-4,-0.4299999999999997,-6.893536384584009e-4
443.43622537704516,1146.507235255454,172,8,9.662447945922581e-4,-0.5400000000000009,-0.00829485080793857
257.6580077157775,1090.2252732803765,173,9,-0.0014067139142045111,0.33000000000000007,0.003939368360240281
169.5630256177249,1147.784105563714,174,10,-0.0013601051252308503,0.33999999999999986,-0.021308183170468786
265.17941209427846,1077.3225636759776,175,11,-0.0013677908823539163,0.05000000000000071,-0.0036516512109339705
146.9669659004502,1097.0701323424148,176,12,-0.0014777559332463178,-0.34999999999999964,0.004948307176060485
364.32494593397814,1036.567398342525,177,1,1.3099190479911801e-4,1.0399999999999991,-0.0037566429687646563
304.5009463969794,1052.876686231485,178,2,-8.412052549570496e-4,-2,-0.01089156477701514
251.7512675562461,988.0481071522152,179,3,-0.0012226624654166438,-0.3799999999999999,-0.019687741434395334
162.57398514399662,910.9713361697123,180,4,-3.3014424894100246e-4,1.0799999999999992,-9.642663364240467e-4
530.8923223322281,904.6535527999475,181,5,-3.0133992994815784e-4,1.120000000000001,0.006071427495804582
265.62874626909763,941.4853417759784,182,6,-5.838955561612898e-4,1.0199999999999996,-8.136022855447789e-4
507.0447232222896,785.4673695402337,183,7,-2.6820877783548074e-4,-1.4800000000000004,0.003545131211190433
606.5332981304916,719.1967697172519,184,8,6.392882118137072e-5,0.5400000000000009,0.004278554801609269
637.1738848648966,692.7512327913377,185,9,6.540028546986147e-5,-1.7200000000000006,-0.01119189638668694
588.127519683308,583.066459565611,186,10,-2.49494346185649e-5,-0.2400000000000002,0.007996664228932249
429.1569721912579,549.3877535106417,187,11,0.002251531233391335,1.3399999999999999,0.005138831739786187
505.6634247586711,545.2283394859858,188,12,0.0034997038309187503,2.8200000000000003,0.013859091441352889
632.6465653879509,562.8604180521179,189,1,-0.001444458739567965,0.20000000000000107,-0.010136279360411393
852.8407893836576,481.34301946021185,190,2,-2.591327555545621e-4,-0.6100000000000012,-0.011543393901694121
232.57557437003297,529.606304331871,191,3,-2.8892933753177016e-4,-2.33,-0.01841987527256106
774.2651169294223,528.9702618226233,192,4,-2.450280520689095e-4,1.2700000000000014,0.003177277255944355
376.774020529389,530.4712529280309,193,5,4.0820549761329955e-4,0.7799999999999994,1.1960497765889366e-4
121.625537926997,470.52795379819645,194,6,-2.8152817536977043e-4,0.4599999999999991,-0.011227406414135666
237.6741683733563,509.8594969130231,195,7,7.432597157338537e-4,-0.5799999999999983,0.01709969559833685
