fecha,tasa_interes_activo,ratio_morosidad_prop,ratio_liquidez_prop,d_ln_imae,d_ln_ipc,tiempo,mes,tasa_interes_activo_real,crisis_2008,crisis_2018,crisis_covid
2019-07-01,0.11259999999999999,0.03810844224782544,0.47431601089868963,-0.006722049827357241,0.05906641964966486,135,7,0.05353358035033513,0,1,0
2019-08-01,0.1297,0.036331998255229,0.46279960251292224,-0.02795866442069794,0.06108803736176238,136,8,0.06861196263823763,0,1,0
2019-09-01,0.1188,0.038357814451856764,0.46367695774332923,-0.01248863176713754,0.05475070491524558,137,9,0.06404929508475443,0,1,0
2019-10-01,0.1202,0.0355159754639091,0.4514634540021792,0.03228186975052782,0.05299044561074417,138,10,0.06720955438925583,0,1,0
2019-11-01,0.1245,0.03407519779356368,0.46843319308552656,0.01231439435645587,0.05559094737654035,139,11,0.06890905262345964,0,1,0
2019-12-01,0.11410000000000001,0.0331623868788805,0.4705311574602134,0.0060513650405855605,0.05952082003415882,140,12,0.05457917996584119,0,1,0
2020-01-01,0.11779999999999999,0.03287025443905298,0.4680503874125147,0.01435788835884999,0.06220563280951374,141,1,0.05559436719048625,0,0,1
2020-02-01,0.12390000000000001,0.032219168265333185,0.4814210422551448,0.05006638400257568,0.06216915618904295,142,2,0.06173084381095706,0,0,1
2020-03-01,0.10460000000000001,0.033603079770674636,0.47483182411395786,0.00502531404028339,0.04322959618265631,143,3,0.061370403817343704,0,0,1
2020-04-01,0.1209,0.0366924280941442,0.4831994895105318,-0.10321074772133354,0.03192480555463817,144,4,0.08897519444536182,0,0,1
2020-05-01,0.124,0.038961984414053956,0.4760523544500493,-0.07882005721343166,0.02890951794984886,145,5,0.09509048205015114,0,0,1
2020-06-01,0.11599999999999999,0.03939098503472995,0.47160400122901985,-0.04286905935043528,0.03557371322002645,146,6,0.08042628677997354,0,0,1
2020-07-01,0.1003,0.040999816850553004,0.472375097164968,-0.01707277213738933,0.03388547320103097,147,7,0.06641452679896903,0,0,1
2020-08-01,0.11470000000000001,0.03959177188813352,0.4630880777338459,-0.03658431812458129,0.02832560566485398,148,8,0.08637439433514603,0,0,1
2020-09-01,0.10640000000000001,0.038843748184873815,0.43523701753887173,0.00973468446997749,0.02768028066268879,149,9,0.07871971933731121,0,0,1
2020-10-01,0.1047,0.035877032877384266,0.4149052527594199,-4.047490611105431e-4,0.02652308729669617,150,10,0.07817691270330383,0,0,1
2020-11-01,0.1051,0.04155881786791475,0.40916402933713153,-0.06725055541268432,0.02610689025313739,151,11,0.0789931097468626,0,0,1
2020-12-01,0.1027,0.039529183316073545,0.4074567860238449,-0.0144398153029801,0.02885854622489603,152,12,0.07384145377510397,0,0,1
2021-01-01,0.0983,0.040212074931415556,0.39234842681160503,0.00700629573414346,0.03131470697818983,153,1,0.06698529302181017,0,0,1
2021-02-01,0.115,0.03763288872980351,0.40119150683752736,0.01596786295268959,0.03703191804755423,154,2,0.07796808195244578,0,0,1
2021-03-01,0.09539999999999998,0.034773508486624034,0.4032166429312639,0.0806073604271047,0.04028462639213881,155,3,0.05511537360786117,0,0,1
2021-04-01,0.1025,0.03851074944045776,0.4198667366427514,0.15826668189636184,0.04307348766455998,156,4,0.05942651233544002,0,0,1
2021-05-01,0.0876,0.038375106502974,0.432665894398929,0.1730433310212769,0.03897877707095532,157,5,0.04862122292904468,0,0,1
2021-06-01,0.0928,0.030909272496658667,0.4354690991919065,0.17747279882149591,0.03865054439892912,158,6,0.05414945560107087,0,0,1
2021-07-01,0.0941,0.02907683777810193,0.44920407872154194,0.1107405153522638,0.04033524982349767,159,7,0.053764750176502334,0,0,1
2021-08-01,0.0857,0.030718160985672732,0.44570004212307945,0.1127498081849172,0.0486013188362433,160,8,0.0370986811637567,0,0,1
2021-09-01,0.0959,0.03156368661482057,0.4525427782716538,0.0778537008368474,0.05692340374411486,161,9,0.03897659625588514,0,0,1
2021-10-01,0.096,0.03184029407496466,0.4488891981626411,0.08884268385201999,0.06214308039694938,162,10,0.03385691960305062,0,0,1
2021-11-01,0.0969,0.030322009154036017,0.4444489227583016,0.13104389316461074,0.06855553415888327,163,11,0.02834446584111673,0,0,1
2021-12-01,0.0941,0.027230037006981428,0.44620652396570415,0.07375295229918777,0.06961645869244215,164,12,0.024483541307557852,0,0,1
2022-01-01,0.09720000000000001,0.027297761587173026,0.4481558115478333,0.05659244963008625,0.07401571752492941,165,1,0.023184282475070594,0,0,0
2022-02-01,0.09140000000000001,0.027213874235365046,0.4296636974217735,0.030735045394438377,0.07468322480136536,166,2,0.016716775198634654,0,0,0
2022-03-01,0.08779999999999999,0.02523459476599633,0.42782452867028126,0.0488118752170994,0.08380520960040005,167,3,0.0039947903995999345,0,0,0
2022-04-01,0.09140000000000001,0.02367039922528989,0.40960692822119343,0.05082811729779202,0.09482724083056128,168,4,-0.0034272408305612706,0,0,0
2022-05-01,0.0906,0.02412719005100906,0.39284808128434956,0.03977745215862605,0.1008278108188252,169,5,-0.010227810818825206,0,0,0
2022-06-01,0.0973,0.021908016173376833,0.39556969747619947,0.0401574582792179,0.09865836618125634,170,6,-0.001358366181256343,0,0,0
2022-07-01,0.09300000000000001,0.021422843742417028,0.39488034383774107,0.02761376130561821,0.10846618396164498,171,7,-0.015466183961644966,0,0,0
2022-08-01,0.0876,0.022389088537009286,0.3865854930298025,0.04434362253770452,0.1146507235255454,172,8,-0.027050723525545398,0,0,0
2022-09-01,0.0909,0.020982374622804775,0.3905248613900428,0.02576580077157775,0.10902252732803765,173,9,-0.018122527328037652,0,0,0
2022-10-01,0.0943,0.019622269497573924,0.369216678219574,0.01695630256177249,0.1147784105563714,174,10,-0.02047841055637141,0,0,0
2022-11-01,0.09480000000000001,0.018254478615220008,0.36556502700864,0.02651794120942785,0.10773225636759776,175,11,-0.012932256367597747,0,0,0
2022-12-01,0.0913,0.01677672268197369,0.3705133341847005,0.01469669659004502,0.10970701323424148,176,12,-0.018407013234241473,0,0,0
2023-01-01,0.1017,0.016907714586772808,0.36675669121593585,0.03643249459339781,0.1036567398342525,177,1,-0.0019567398342524994,0,0,0
2023-02-01,0.0817,0.01606650933181576,0.3558651264389207,0.03045009463969794,0.10528766862314852,178,2,-0.023587668623148525,0,0,0
2023-03-01,0.0779,0.014843846866399115,0.3361773850045254,0.02517512675562461,0.09880481071522151,179,3,-0.020904810715221517,0,0,0
2023-04-01,0.08869999999999999,0.014513702617458112,0.33521311866810133,0.01625739851439966,0.09109713361697123,180,4,-0.0023971336169712476,0,0,0
