fecha,tasa_interes_activo,ratio_morosidad_pct,ratio_liquidez_pct,d_ln_imae,d_ln_ipc,tasa_implicita_pct_clean
2008-04-01,12.72,3.046422508709062,32.601018941956475,0.1398623490221622,0.17690974456759534,17.606603661634075
2008-05-01,12.57,3.1016818637610877,31.67479584991262,0.028965936618368993,0.19676183860084162,17.744534134238535
2008-06-01,12.52,3.0230005898613537,30.646078068907762,0.05054609087169659,0.20774652230586632,17.75319670017843
2008-07-01,12.88,2.957957498832501,29.27366633775923,0.032025508670185054,0.21214116956455076,17.739094937295494
2008-08-01,13.7,3.1940883633272903,29.06393920807916,0.022128087705219457,0.21443632234828058,17.777911199577204
2008-09-01,12.66,3.2798333575943537,29.549678174884676,0.06154275865946435,0.20531883992825062,17.406299678191445
2008-10-01,12.98,3.151617211722165,29.407185768641007,-0.0030576813260028146,0.18470770308581663,22.12490014031141
2008-11-01,13.72,3.0462488796356086,29.355062794290703,-0.07250092295911426,0.1434392550938801,22.125617261156567
2008-12-01,13.58,3.1249360664156645,30.43535817826645,-0.00842393996762425,0.12907805583197174,22.816089867017126
2009-01-01,13.72,2.975604210110347,32.455766233285836,-0.06009201356523608,0.11739376250039602,18.334743594308133
2009-02-01,14.85,2.682944469880088,33.262831146583984,-0.05146899940438043,0.10235206207077585,18.298897375032492
2009-03-01,14.47,2.8772313941863707,32.38282578231787,-0.04793562443504218,0.08119506601984039,18.237150772174118
2009-04-01,14.36,2.7783739479863017,32.77983750130813,-0.11324106592553917,0.0665419961873388,18.24471082013726
2009-05-01,13.99,3.0275603901593566,32.85484237864685,-0.032468567169570584,0.04012310180978318,18.57730988876834
2009-06-01,14.14,3.004175357250802,35.00565019252516,-0.044996200768390615,0.019389809291451954,18.707955170945542
2009-07-01,13.98,3.036191322722173,35.643844203092186,-0.02589715495521805,7.640003427615838e-4,18.5387409760721
2009-08-01,13.39,3.251586831008182,37.53686539980332,-0.024669624348856445,-0.001217470854992797,18.573024616018895
2009-09-01,14.2,3.597839947203343,37.75097013428819,-0.03997614716313347,7.588117012424789e-5,18.40627498731242
2009-10-01,13.73,3.882305918549997,37.212416471807295,-0.044595189202031094,0.004241466632848301,18.5503014389773
2009-11-01,13.44,3.844821807651143,38.48710088437872,0.05687844355804206,0.004615451011016347,18.37866092528418
2009-12-01,14.27,3.4134287375330237,41.031945046297764,0.016860693848729902,0.009306615804711704,18.38890668561218
2010-01-01,13.96,3.3992627913610316,41.84283676760333,0.02251732048204058,0.018367095176153647,18.49321284991421
2010-02-01,13.94,3.324784701014622,42.17423157804766,0.02479301923737598,0.027049821797927365,18.125306758792558
2010-03-01,13.73,3.244561665308121,41.345869446821595,0.06225613091161719,0.043318685352465636,18.009919284887342
2010-04-01,13.91,3.503146115733343,41.780004296268544,0.024635269066496157,0.047352271285547864,17.72747018733425
2010-05-01,12.98,3.735414127455901,42.49717828397515,0.029434500575050926,0.04570867617258223,17.953993428232625
2010-06-01,16.99,3.709741710996838,41.63451400099345,0.04786963278670431,0.04525995004833394,18.18068183984769
2010-07-01,12.74,3.6331420463767525,41.70136952002264,0.04488918397865049,0.06016629165792686,18.03023407669399
2010-08-01,13.05,2.7406324196700207,38.103684220146285,0.042080391850026544,0.05199732547010871,14.311679733069226
2010-09-01,13.43,2.5229049110426844,38.64871328290203,0.05351866200820332,0.05283243860893716,13.514256317964623
2010-10-01,13.23,2.389022371191398,37.791201548701544,0.06535082454723451,0.07011586450694907,13.248623176450948
2010-11-01,11.71,2.211800045445794,37.84312586395263,0.06417228784287143,0.08422069215409955,16.377296690571423
2010-12-01,10.16,3.1261902848049266,36.845665644684765,0.03498231829374632,0.08824699428114524,16.355524040866694
2011-01-01,11.17,3.409721262737869,38.007428693281284,0.052447835399580534,0.07712954034720543,16.205213815621686
2011-02-01,11.02,3.4148581230846924,40.14192902927376,0.03247695692139896,0.06977676256623777,15.707370598923426
2011-03-01,11.15,3.2903258872263823,37.17832256739364,0.079260132962931,0.06523363289454753,15.480520607669183
2011-04-01,9.4,3.244010268823818,38.08433508755146,0.05849280676468016,0.06869803522768958,15.24148175548693
2011-05-01,9.99,3.250388813602871,37.58186855280453,0.08918060017786633,0.07964649236160692,15.579944043126966
2011-06-01,9.79,3.106791572515027,39.37331869675473,0.07530390348727067,0.08633408323596292,15.459724499518453
2011-07-01,10.08,3.066245238497484,39.1166054689775,0.08019467883895182,0.08111527170172206,15.44010007256628
2011-08-01,9.8,2.9471033914688003,37.09898414491124,0.06861928523540062,0.09257951073901882,15.292397767270323
2011-09-01,12.09,2.8463828149552404,35.794645215318646,0.059965953244044634,0.09069323321030254,15.096230554748564
2011-10-01,9.69,2.7482853173077406,34.28287348669431,0.03281327869370276,0.07373545955194505,14.886047318368888
2011-11-01,9.09,2.6722543890290296,33.087610020631224,0.0764966985065394,0.07091086072875008,14.50483200879483
2011-12-01,13.19,2.371332815858147,34.08382805892865,0.028193188185894336,0.07656257675127254,14.466468746472307
2012-01-01,10.19,2.3129573019919136,34.64066856300325,0.12747970218701177,0.0792881711197646,14.253375500665426
2012-02-01,10.31,2.258711569859396,33.38817468491825,0.10255932688254354,0.08437391726102028,13.977938852504552
2012-03-01,10.56,2.1143681736645186,35.14398574675557,0.03134086463981145,0.08197452913327563,13.732455426722717
2012-04-01,12.37,2.1239032803684728,32.36346198403858,0.05606039173781685,0.08600134713892071,13.483876082919886
2012-05-01,14.01,2.0620625733656506,31.72972170527005,0.064891149936261,0.07252313644617825,13.548060918008042
2012-06-01,12.59,2.094295383992176,31.642893751072904,0.01550286585388605,0.0626735945280581,13.38079640520962
2012-07-01,12.64,2.0701522751603845,30.790162833531827,0.03229609861037108,0.06177460956618486,13.331341236035001
2012-08-01,14,2.0439910520809352,29.97843779301048,0.043747175385721704,0.05791951014804919,13.243059990272714
2012-09-01,12.79,1.9621168382153573,28.974158251211847,0.035164632698486464,0.06211990153262725,13.081043255618832
2012-10-01,11.1,2.102526561134217,31.00140114921696,0.10328253794394904,0.06272463066514788,13.051755060810692
2012-11-01,11.3,1.9539934691519627,30.98496202385503,0.03815261654355684,0.05978012677044919,12.880310997729792
2012-12-01,12.07,1.8239937782647448,27.936056414132803,0.10297597882832399,0.06407136854386586,12.89913667136365
2013-01-01,15.25,1.771876478773907,30.79043591912906,0.0266457196934633,0.07458626561181436,12.824653882930221
2013-02-01,15,1.7142516339967533,30.90432401567684,0.04632160640938032,0.06843397397126338,12.593124202921546
2013-03-01,16.73,1.7496584126581318,28.640577724232884,0.030960683478100215,0.06576164778956439,12.544958041122337
2013-04-01,14.24,1.4762469589931781,29.580770419852502,0.11971799785704018,0.06147539824684056,12.413480830349778
2013-05-01,14.62,1.5043336017739788,30.28915012899307,0.04634778372420012,0.07446387254096187,12.667087461222943
2013-06-01,13.07,1.524741366386731,30.400147077486533,0.0392012074917627,0.07956182283618585,12.62983193977123
2013-07-01,15.31,1.5012259964559318,31.339794528984914,0.06140549982474841,0.07376060921385363,12.820880439414184
2013-08-01,15.1,1.4943383755586015,29.598760907676215,0.050396429717630475,0.07641046976045462,12.88150254203673
2013-09-01,15.85,1.5422807958333227,29.21932208547389,0.06762347722982032,0.07093481140339541,12.929957722481504
2013-10-01,16.7,0.971956712393114,29.18980993081493,0.030930300691358603,0.06606652263269819,12.87436915743273
2013-11-01,14.5,0.94706590687108,29.439593986531975,0.025843965183496742,0.061057922987219015,12.79714931542616
2013-12-01,13.47,0.9490198494012293,30.026435449622447,0.037810772842162166,0.05517958070539386,12.839323125311731
2014-01-01,15.2,0.9023142939589416,30.478520669741744,0.027061002445480042,0.05061815089391786,12.922393470889629
2014-02-01,13.8,0.8801661985876662,30.153192727386795,0.05870509230541998,0.05121678937202123,12.661373509347976
2014-03-01,14.9,0.8906131246536867,33.250645486803485,0.07621911709631135,0.04975238047379804,12.627852352909398
2014-04-01,15.54,0.9543675651365869,31.23406206948232,0.016588799815124844,0.04783309850399853,12.451337134412467
2014-05-01,13.55,1.0143223034057336,29.403961530815238,0.04717404573331674,0.04731871254036424,12.768223573712689
2014-06-01,14.52,1.0489311497998228,31.200673921568256,0.055640140042166664,0.05878607677330816,12.488926533705836
2014-07-01,13.1,1.0678357383941663,31.073574368472904,0.03692182002891986,0.06706861248615592,12.526910597004504
2014-08-01,13.6,1.0710028908958282,31.313556526190183,0.02149966961498162,0.06511802368146391,12.501938340634226
2014-09-01,12.87,1.0715241767328267,30.32655649869602,0.04760945903712255,0.0629440004785966,12.693628950767065
2014-10-01,10.98,1.1276738933062393,31.815307845618225,0.05571742670700619,0.06467158283344077,12.737915608760138
2014-11-01,12.24,1.0783151977669871,31.11523670206573,0.05352132149412636,0.07390336689792676,12.649230072732387
2014-12-01,12.23,1.0542465426085603,32.22643656091714,0.06334224218558582,0.06278315485263786,12.702870214822873
2015-01-01,11.97,1.0221666709152788,30.975004995315043,0.04612100611204806,0.05304772026323512,12.71465314797183
2015-02-01,11.75,0.9685455786788637,31.675537197075215,0.040171501772200635,0.05360806822296915,12.445235670889902
2015-03-01,10.82,0.9499155221750856,31.79971230148788,0.05237571351050274,0.05758080032986079,12.325088128055091
2015-04-01,12.41,0.9173025159731782,32.30237243252949,0.019291225770921017,0.05517707492160184,12.146167848909526
2015-05-01,12.23,0.9646738849638067,32.51145092916405,0.033088914768170774,0.05090992066657041,12.41160061837513
2015-06-01,11.49,0.9579851907420165,31.186014293483233,0.034900437616817825,0.037494378586703014,12.415060719420095
2015-07-01,12.48,0.9580980271500474,31.54163386773764,0.05033618166232667,0.030344949278909183,12.456989332728382
2015-08-01,13.4,0.9796477389987222,30.37516005647017,0.06228118383592118,0.027102795690987946,12.502380677459477
2015-09-01,12.78,0.9548773754441766,28.913142232809143,0.07217884778090689,0.02728944060391303,12.492928057440357
2015-10-01,12.1,0.9861491873158579,29.175394326566483,0.06375622642728462,0.02986406845254308,12.471127606309238
2015-11-01,11.35,0.9960640452649772,28.585119666846996,0.04885077206665933,0.019650309615453665,12.286305072124463
2015-12-01,11.57,0.934071459784857,30.65129835094008,0.037490333288036304,0.030050243499789353,12.305729263743407
2016-01-01,13.69,0.944633485396666,31.88027525036124,0.040373975307107735,0.03141839718705253,12.314827228667951
2016-02-01,11.71,0.9256407354890115,31.84136107689405,0.04734055885360888,0.03345455796590269,12.198425304774352
2016-03-01,10.03,0.9402790932005958,33.02569144745611,0.02736400976441189,0.03587735749421128,12.191018718912114
2016-04-01,11.92,0.9453699162189374,32.34146227175597,0.06974871983584752,0.03529839111537836,12.080324104749655
2016-05-01,12.11,1.0112950365924542,29.820814524558987,0.06286802586499451,0.03588082753010635,12.251397884807295
2016-06-01,11.84,1.0311878334952178,30.079627568413176,0.0684284954787433,0.035026242242400585,12.163950400406193
2016-07-01,11.11,1.0604913607773356,31.665754169447467,0.029915228923372617,0.040307074978190194,12.261078023861655
2016-08-01,11.41,0.997979340300675,30.850648787169497,0.05529305303908849,0.03677093389498509,12.37485601590477
2016-09-01,11.4,0.9906433842122191,30.526670044432386,0.018199567781632453,0.03462162466017116,12.444263359174768
2016-10-01,9.52,1.034986453740411,29.005404277684598,0.01752235069220287,0.03341280164413263,12.473578750042932
2016-11-01,11.37,0.990609297966869,29.911645393372012,0.048886359638699695,0.032539050518720636,12.342636016062903
2016-12-01,11.15,0.9017318474645682,30.610946484377404,0.050931398910054604,0.030828017333321966,12.412548372554333
2017-01-01,11.41,0.933225135062387,31.48333666816077,0.07891819952730206,0.03810806376883136,12.5885337321134
2017-02-01,12.03,0.9453886744830516,32.60568909714445,0.059469575423846344,0.036283447670837354,12.324052395952942
2017-03-01,9.88,0.9392828629635058,32.67258105452696,0.07922472932587876,0.031185161068798983,12.319608141682787
2017-04-01,13.06,0.9687783532612438,31.749943243653327,0.024197274130721702,0.033012900907807285,12.066174017995694
2017-05-01,12.14,0.9966353972351162,29.868317684104163,0.04445176257083361,0.028660969455131635,12.407034451214196
2017-06-01,12.27,0.9440242593958087,30.09508329442697,0.04288309694200798,0.030164063711352718,12.321665793798575
2017-07-01,10.2,0.9732282193530397,31.940426631848577,0.03377526486103388,0.030802236433661534,12.398549782212584
2017-08-01,10.68,1.038989860139107,30.425110385534055,0.032929924882181716,0.03414625986239184,12.440999275032802
2017-09-01,7.94,1.0701094929411172,30.529124599217827,0.02950268861075145,0.04041356128274298,12.445506366613614
2017-10-01,8.26,1.0683146275956252,30.822887356708872,0.037126622961888955,0.0427684533699173,12.471224205159197
2017-11-01,10.51,1.1821822572863143,31.87215764541687,0.054593601004662595,0.05209588087903594,12.34067211191793
2017-12-01,11.81,1.061295726403603,30.654875874470193,0.027591128315215485,0.055252982786591076,12.4582610065633
2018-01-01,12.9,1.1088092226268218,30.46610549077399,0.0315025435054066,0.052186597041389504,12.471414078379174
2018-02-01,8.48,1.090144885679818,30.37466469476369,0.02203819086989789,0.047014111203025344,12.252526675070557
2018-03-01,8.05,1.1017267341203365,31.759518780496148,0.021221633736268508,0.04724225271704885,12.229181181163339
2018-04-01,10.43,1.1369256427029648,30.7324456498388,0.04146761795027043,0.0470923947801456,12.146648933793786
2018-05-01,9.57,1.2599513659644221,33.5909512919745,-0.05740096905001035,0.051288380612026785,12.495385009407677
2018-06-01,10.35,1.4802580928513787,34.77605328301711,-0.14498277358283929,0.055129059900831834,12.40999366956517
2018-07-01,11.17,1.819132319898021,36.76677954178279,-0.05643930841986755,0.05041962517849541,12.55826850929378
2018-08-01,10.17,2.1874001481097083,36.10718269274263,-0.03440110342758729,0.04833565843658327,12.677791374027484
2018-09-01,12.06,2.3445719003317227,37.3973713474334,-0.042115847210023816,0.05008774873220201,12.87196754896838
2018-10-01,12.1,2.4325305441537424,36.53830238287326,-0.0750578452852988,0.04977611047482444,13.05464153902168
2018-11-01,12.1,2.909084487880437,37.03216952554152,-0.06613876455395751,0.04301688051469199,13.1041284677813
2018-12-01,13.36,2.643166040922772,35.13428229842694,-0.05824623007292651,0.0380878848197872,13.434935949445935
